tiporegistro,codformato,codcolumna,codcaptura,codsubcuenta,signo,valor,periodo
4,205,3,1,5,+,"1,109",01/30/2018 12:00:00 AM
4,205,3,1,10,+,1,01/30/2018 12:00:00 AM
4,205,3,1,15,-,3,01/30/2018 12:00:00 AM
4,205,3,2,5,+,"1,107",01/30/2018 12:00:00 AM
4,205,3,3,5,+,"10,267",01/30/2018 12:00:00 AM
4,205,4,1,5,+,647,01/30/2018 12:00:00 AM
4,205,4,1,10,+,0,01/30/2018 12:00:00 AM
4,205,4,1,15,-,1,01/30/2018 12:00:00 AM
4,205,4,2,5,+,646,01/30/2018 12:00:00 AM
4,205,4,3,5,+,"3,309",01/30/2018 12:00:00 AM
4,205,5,1,5,+,89,01/30/2018 12:00:00 AM
4,205,5,1,10,+,0,01/30/2018 12:00:00 AM
4,205,5,1,20,+,0,01/30/2018 12:00:00 AM
4,205,5,1,25,-,0,01/30/2018 12:00:00 AM
4,205,5,2,5,+,89,01/30/2018 12:00:00 AM
4,205,5,3,5,+,411,01/30/2018 12:00:00 AM
4,205,6,1,5,+,509,01/30/2018 12:00:00 AM
4,205,6,1,10,+,0,01/30/2018 12:00:00 AM
4,205,6,1,20,+,0,01/30/2018 12:00:00 AM
4,205,6,1,25,-,0,01/30/2018 12:00:00 AM
4,205,6,2,5,+,509,01/30/2018 12:00:00 AM
4,205,6,3,5,+,"4,372",01/30/2018 12:00:00 AM
4,205,7,1,5,+,"2,384",01/30/2018 12:00:00 AM
4,205,7,1,10,+,1,01/30/2018 12:00:00 AM
4,205,7,1,15,-,4,01/30/2018 12:00:00 AM
4,205,7,1,20,+,0,01/30/2018 12:00:00 AM
4,205,7,1,25,-,0,01/30/2018 12:00:00 AM
4,205,7,2,5,+,"2,381",01/30/2018 12:00:00 AM
4,205,7,3,5,+,"18,503",01/30/2018 12:00:00 AM
4,205,1,1,5,+,22,12/30/2017 12:00:00 AM
4,205,1,1,10,+,0,12/30/2017 12:00:00 AM
4,205,1,1,15,-,0,12/30/2017 12:00:00 AM
4,205,1,2,5,+,21,12/30/2017 12:00:00 AM
4,205,1,3,5,+,234,12/30/2017 12:00:00 AM
4,205,2,1,5,+,8,12/30/2017 12:00:00 AM
4,205,2,1,10,+,0,12/30/2017 12:00:00 AM
4,205,2,1,15,-,0,12/30/2017 12:00:00 AM
4,205,2,2,5,+,8,12/30/2017 12:00:00 AM
4,205,2,3,5,+,42,12/30/2017 12:00:00 AM
4,205,3,1,5,+,"1,113",12/30/2017 12:00:00 AM
4,205,3,1,10,+,1,12/30/2017 12:00:00 AM
4,205,3,1,15,-,5,12/30/2017 12:00:00 AM
4,205,3,2,5,+,"1,109",12/30/2017 12:00:00 AM
4,205,3,3,5,+,"19,745",12/30/2017 12:00:00 AM
4,205,4,1,5,+,647,12/30/2017 12:00:00 AM
4,205,4,1,10,+,0,12/30/2017 12:00:00 AM
4,205,4,1,15,-,0,12/30/2017 12:00:00 AM
4,205,4,2,5,+,647,12/30/2017 12:00:00 AM
4,205,4,3,5,+,"6,352",12/30/2017 12:00:00 AM
4,205,5,1,5,+,89,12/30/2017 12:00:00 AM
4,205,5,1,10,+,1,12/30/2017 12:00:00 AM
4,205,5,1,20,+,0,12/30/2017 12:00:00 AM
4,205,5,1,25,-,1,12/30/2017 12:00:00 AM
4,205,5,2,5,+,89,12/30/2017 12:00:00 AM
4,205,5,3,5,+,790,12/30/2017 12:00:00 AM
4,205,6,1,5,+,509,12/30/2017 12:00:00 AM
4,205,6,1,10,+,2,12/30/2017 12:00:00 AM
4,205,6,1,20,+,0,12/30/2017 12:00:00 AM
4,205,6,1,25,-,2,12/30/2017 12:00:00 AM
4,205,6,2,5,+,509,12/30/2017 12:00:00 AM
4,205,6,3,5,+,"8,431",12/30/2017 12:00:00 AM
4,205,7,1,5,+,"2,388",12/30/2017 12:00:00 AM
4,205,7,1,10,+,4,12/30/2017 12:00:00 AM
4,205,7,1,15,-,5,12/30/2017 12:00:00 AM
4,205,7,1,20,+,0,12/30/2017 12:00:00 AM
4,205,7,1,25,-,3,12/30/2017 12:00:00 AM
4,205,7,2,5,+,"2,384",12/30/2017 12:00:00 AM
4,205,7,3,5,+,"35,594",12/30/2017 12:00:00 AM
4,205,1,1,5,+,21,11/30/2017 12:00:00 AM
4,205,1,1,10,+,1,11/30/2017 12:00:00 AM
4,205,1,1,15,-,0,11/30/2017 12:00:00 AM
4,205,1,2,5,+,22,11/30/2017 12:00:00 AM
4,205,1,3,5,+,117,11/30/2017 12:00:00 AM
4,205,2,1,5,+,8,11/30/2017 12:00:00 AM
4,205,2,1,10,+,0,11/30/2017 12:00:00 AM
4,205,2,1,15,-,0,11/30/2017 12:00:00 AM
4,205,2,2,5,+,8,11/30/2017 12:00:00 AM
4,205,2,3,5,+,21,11/30/2017 12:00:00 AM
4,205,3,1,5,+,"1,116",11/30/2017 12:00:00 AM
4,205,3,1,10,+,0,11/30/2017 12:00:00 AM
4,205,3,1,15,-,3,11/30/2017 12:00:00 AM
4,205,3,2,5,+,"1,113",11/30/2017 12:00:00 AM
4,205,3,3,5,+,"9,907",11/30/2017 12:00:00 AM
4,205,4,1,5,+,647,11/30/2017 12:00:00 AM
4,205,4,1,10,+,0,11/30/2017 12:00:00 AM
4,205,4,1,15,-,0,11/30/2017 12:00:00 AM
4,205,4,2,5,+,647,11/30/2017 12:00:00 AM
4,205,4,3,5,+,"3,174",11/30/2017 12:00:00 AM
4,205,5,1,5,+,89,11/30/2017 12:00:00 AM
4,205,5,1,10,+,0,11/30/2017 12:00:00 AM
4,205,5,1,20,+,0,11/30/2017 12:00:00 AM
4,205,5,1,25,-,0,11/30/2017 12:00:00 AM
4,205,5,2,5,+,89,11/30/2017 12:00:00 AM
4,205,5,3,5,+,393,11/30/2017 12:00:00 AM
4,205,6,1,5,+,509,11/30/2017 12:00:00 AM
4,205,6,1,10,+,0,11/30/2017 12:00:00 AM
4,205,6,1,20,+,2,11/30/2017 12:00:00 AM
4,205,6,1,25,-,2,11/30/2017 12:00:00 AM
4,205,6,2,5,+,509,11/30/2017 12:00:00 AM
4,205,6,3,5,+,"4,211",11/30/2017 12:00:00 AM
4,205,7,1,5,+,"2,390",11/30/2017 12:00:00 AM
4,205,7,1,10,+,1,11/30/2017 12:00:00 AM
4,205,7,1,15,-,3,11/30/2017 12:00:00 AM
4,205,7,1,20,+,2,11/30/2017 12:00:00 AM
4,205,7,1,25,-,2,11/30/2017 12:00:00 AM
4,205,7,2,5,+,"2,388",11/30/2017 12:00:00 AM
4,205,7,3,5,+,"17,823",11/30/2017 12:00:00 AM
4,205,1,1,5,+,21,10/30/2017 12:00:00 AM
4,205,1,1,10,+,0,10/30/2017 12:00:00 AM
4,205,1,1,15,-,0,10/30/2017 12:00:00 AM
4,205,1,2,5,+,21,10/30/2017 12:00:00 AM
4,205,1,3,5,+,108,10/30/2017 12:00:00 AM
4,205,2,1,5,+,8,10/30/2017 12:00:00 AM
4,205,2,1,10,+,0,10/30/2017 12:00:00 AM
4,205,2,1,15,-,0,10/30/2017 12:00:00 AM
4,205,2,2,5,+,8,10/30/2017 12:00:00 AM
4,205,2,3,5,+,21,10/30/2017 12:00:00 AM
4,205,3,1,5,+,"1,117",10/30/2017 12:00:00 AM
4,205,3,1,10,+,2,10/30/2017 12:00:00 AM
4,205,3,1,15,-,3,10/30/2017 12:00:00 AM
4,205,3,2,5,+,"1,116",10/30/2017 12:00:00 AM
4,205,3,3,5,+,"9,958",10/30/2017 12:00:00 AM
4,205,4,1,5,+,646,10/30/2017 12:00:00 AM
4,205,4,1,10,+,1,10/30/2017 12:00:00 AM
4,205,4,1,15,-,0,10/30/2017 12:00:00 AM
4,205,4,2,5,+,647,10/30/2017 12:00:00 AM
4,205,4,3,5,+,"3,175",10/30/2017 12:00:00 AM
4,205,5,1,5,+,89,10/30/2017 12:00:00 AM
4,205,5,1,10,+,0,10/30/2017 12:00:00 AM
4,205,5,1,20,+,1,10/30/2017 12:00:00 AM
4,205,5,1,25,-,1,10/30/2017 12:00:00 AM
4,205,5,2,5,+,89,10/30/2017 12:00:00 AM
4,205,5,3,5,+,393,10/30/2017 12:00:00 AM
4,205,6,1,5,+,508,10/30/2017 12:00:00 AM
4,205,6,1,10,+,0,10/30/2017 12:00:00 AM
4,205,6,1,20,+,1,10/30/2017 12:00:00 AM
4,205,6,1,25,-,0,10/30/2017 12:00:00 AM
4,205,6,2,5,+,509,10/30/2017 12:00:00 AM
4,205,6,3,5,+,"4,202",10/30/2017 12:00:00 AM
4,205,7,1,5,+,"2,389",10/30/2017 12:00:00 AM
4,205,7,1,10,+,3,10/30/2017 12:00:00 AM
4,205,7,1,15,-,3,10/30/2017 12:00:00 AM
4,205,7,1,20,+,2,10/30/2017 12:00:00 AM
4,205,7,1,25,-,1,10/30/2017 12:00:00 AM
4,205,7,2,5,+,"2,390",10/30/2017 12:00:00 AM
4,205,7,3,5,+,"17,857",10/30/2017 12:00:00 AM
4,205,1,1,5,+,22,09/30/2017 12:00:00 AM
4,205,1,1,10,+,0,09/30/2017 12:00:00 AM
4,205,1,1,15,-,1,09/30/2017 12:00:00 AM
4,205,1,2,5,+,21,09/30/2017 12:00:00 AM
4,205,1,3,5,+,108,09/30/2017 12:00:00 AM
4,205,2,1,5,+,8,09/30/2017 12:00:00 AM
4,205,2,1,10,+,0,09/30/2017 12:00:00 AM
4,205,2,1,15,-,0,09/30/2017 12:00:00 AM
4,205,2,2,5,+,8,09/30/2017 12:00:00 AM
4,205,2,3,5,+,21,09/30/2017 12:00:00 AM
4,205,3,1,5,+,"1,121",09/30/2017 12:00:00 AM
4,205,3,1,10,+,0,09/30/2017 12:00:00 AM
4,205,3,1,15,-,4,09/30/2017 12:00:00 AM
4,205,3,2,5,+,"1,117",09/30/2017 12:00:00 AM
4,205,3,3,5,+,"9,964",09/30/2017 12:00:00 AM
4,205,4,1,5,+,647,09/30/2017 12:00:00 AM
4,205,4,1,10,+,0,09/30/2017 12:00:00 AM
4,205,4,1,15,-,1,09/30/2017 12:00:00 AM
4,205,4,2,5,+,646,09/30/2017 12:00:00 AM
4,205,4,3,5,+,"3,168",09/30/2017 12:00:00 AM
4,205,5,1,5,+,89,09/30/2017 12:00:00 AM
4,205,5,1,10,+,0,09/30/2017 12:00:00 AM
4,205,5,1,20,+,0,09/30/2017 12:00:00 AM
4,205,5,1,25,-,0,09/30/2017 12:00:00 AM
4,205,5,2,5,+,89,09/30/2017 12:00:00 AM
4,205,5,3,5,+,394,09/30/2017 12:00:00 AM
4,205,6,1,5,+,505,09/30/2017 12:00:00 AM
4,205,6,1,10,+,0,09/30/2017 12:00:00 AM
4,205,6,1,20,+,5,09/30/2017 12:00:00 AM
4,205,6,1,25,-,2,09/30/2017 12:00:00 AM
4,205,6,2,5,+,508,09/30/2017 12:00:00 AM
4,205,6,3,5,+,"4,191",09/30/2017 12:00:00 AM
4,205,7,1,5,+,"3,157",09/30/2017 12:00:00 AM
4,205,7,1,10,+,0,09/30/2017 12:00:00 AM
4,205,7,1,15,-,10,09/30/2017 12:00:00 AM
4,205,7,1,20,+,6,09/30/2017 12:00:00 AM
4,205,7,1,25,-,3,09/30/2017 12:00:00 AM
4,205,7,2,5,+,"3,150",09/30/2017 12:00:00 AM
4,205,7,3,5,+,"29,539",09/30/2017 12:00:00 AM
4,205,1,1,5,+,22,08/30/2017 12:00:00 AM
4,205,1,1,10,+,0,08/30/2017 12:00:00 AM
4,205,1,1,15,-,0,08/30/2017 12:00:00 AM
4,205,1,2,5,+,22,08/30/2017 12:00:00 AM
4,205,1,3,5,+,109,08/30/2017 12:00:00 AM
4,205,2,1,5,+,8,08/30/2017 12:00:00 AM
4,205,2,1,10,+,0,08/30/2017 12:00:00 AM
4,205,2,1,15,-,0,08/30/2017 12:00:00 AM
4,205,2,2,5,+,8,08/30/2017 12:00:00 AM
4,205,2,3,5,+,21,08/30/2017 12:00:00 AM
4,205,3,1,5,+,"1,126",08/30/2017 12:00:00 AM
4,205,3,1,10,+,0,08/30/2017 12:00:00 AM
4,205,3,1,15,-,1,08/30/2017 12:00:00 AM
4,205,3,2,5,+,"1,125",08/30/2017 12:00:00 AM
4,205,3,3,5,+,"10,104",08/30/2017 12:00:00 AM
4,205,4,1,5,+,649,08/30/2017 12:00:00 AM
4,205,4,1,10,+,0,08/30/2017 12:00:00 AM
4,205,4,1,15,-,1,08/30/2017 12:00:00 AM
4,205,4,2,5,+,648,08/30/2017 12:00:00 AM
4,205,4,3,5,+,"3,183",08/30/2017 12:00:00 AM
4,205,5,1,5,+,90,08/30/2017 12:00:00 AM
4,205,5,1,10,+,0,08/30/2017 12:00:00 AM
4,205,5,1,20,+,0,08/30/2017 12:00:00 AM
4,205,5,1,25,-,1,08/30/2017 12:00:00 AM
4,205,5,2,5,+,89,08/30/2017 12:00:00 AM
4,205,5,3,5,+,397,08/30/2017 12:00:00 AM
4,205,6,1,5,+,506,08/30/2017 12:00:00 AM
4,205,6,1,10,+,0,08/30/2017 12:00:00 AM
4,205,6,1,20,+,4,08/30/2017 12:00:00 AM
4,205,6,1,25,-,4,08/30/2017 12:00:00 AM
4,205,6,2,5,+,506,08/30/2017 12:00:00 AM
4,205,6,3,5,+,"4,218",08/30/2017 12:00:00 AM
4,205,7,1,5,+,"2,401",08/30/2017 12:00:00 AM
4,205,7,1,10,+,0,08/30/2017 12:00:00 AM
4,205,7,1,15,-,2,08/30/2017 12:00:00 AM
4,205,7,1,20,+,4,08/30/2017 12:00:00 AM
4,205,7,1,25,-,5,08/30/2017 12:00:00 AM
4,205,7,2,5,+,"2,398",08/30/2017 12:00:00 AM
4,205,7,3,5,+,"18,032",08/30/2017 12:00:00 AM
4,205,1,1,5,+,22,07/30/2017 12:00:00 AM
4,205,1,1,10,+,0,07/30/2017 12:00:00 AM
4,205,1,1,15,-,0,07/30/2017 12:00:00 AM
4,205,1,2,5,+,22,07/30/2017 12:00:00 AM
4,205,1,3,5,+,109,07/30/2017 12:00:00 AM
4,205,2,1,5,+,8,07/30/2017 12:00:00 AM
4,205,2,1,10,+,0,07/30/2017 12:00:00 AM
4,205,2,1,15,-,0,07/30/2017 12:00:00 AM
4,205,2,2,5,+,8,07/30/2017 12:00:00 AM
4,205,2,3,5,+,21,07/30/2017 12:00:00 AM
4,205,3,1,5,+,"1,126",07/30/2017 12:00:00 AM
4,205,3,1,10,+,0,07/30/2017 12:00:00 AM
4,205,3,1,15,-,1,07/30/2017 12:00:00 AM
4,205,3,2,5,+,"1,125",07/30/2017 12:00:00 AM
4,205,3,3,5,+,"10,104",07/30/2017 12:00:00 AM
4,205,4,1,5,+,649,07/30/2017 12:00:00 AM
4,205,4,1,10,+,0,07/30/2017 12:00:00 AM
4,205,4,1,15,-,1,07/30/2017 12:00:00 AM
4,205,4,2,5,+,648,07/30/2017 12:00:00 AM
4,205,4,3,5,+,"3,183",07/30/2017 12:00:00 AM
4,205,5,1,5,+,90,07/30/2017 12:00:00 AM
4,205,5,1,10,+,0,07/30/2017 12:00:00 AM
4,205,5,1,20,+,0,07/30/2017 12:00:00 AM
4,205,5,1,25,-,1,07/30/2017 12:00:00 AM
4,205,5,2,5,+,89,07/30/2017 12:00:00 AM
4,205,5,3,5,+,397,07/30/2017 12:00:00 AM
4,205,6,1,5,+,506,07/30/2017 12:00:00 AM
4,205,6,1,10,+,0,07/30/2017 12:00:00 AM
4,205,6,1,20,+,4,07/30/2017 12:00:00 AM
4,205,6,1,25,-,4,07/30/2017 12:00:00 AM
4,205,6,2,5,+,506,07/30/2017 12:00:00 AM
4,205,6,3,5,+,"4,218",07/30/2017 12:00:00 AM
4,205,7,1,5,+,"2,401",07/30/2017 12:00:00 AM
4,205,7,1,10,+,0,07/30/2017 12:00:00 AM
4,205,7,1,15,-,2,07/30/2017 12:00:00 AM
4,205,7,1,20,+,4,07/30/2017 12:00:00 AM
4,205,7,1,25,-,5,07/30/2017 12:00:00 AM
4,205,7,2,5,+,"2,398",07/30/2017 12:00:00 AM
4,205,7,3,5,+,"18,032",07/30/2017 12:00:00 AM
4,205,1,1,5,+,22,06/30/2017 12:00:00 AM
4,205,1,1,10,+,0,06/30/2017 12:00:00 AM
4,205,1,1,15,-,0,06/30/2017 12:00:00 AM
4,205,1,2,5,+,22,06/30/2017 12:00:00 AM
4,205,1,3,5,+,176,06/30/2017 12:00:00 AM
4,205,2,1,5,+,8,06/30/2017 12:00:00 AM
4,205,2,1,10,+,0,06/30/2017 12:00:00 AM
4,205,2,1,15,-,0,06/30/2017 12:00:00 AM
4,205,2,2,5,+,8,06/30/2017 12:00:00 AM
4,205,2,3,5,+,37,06/30/2017 12:00:00 AM
4,205,3,1,5,+,"1,129",06/30/2017 12:00:00 AM
4,205,3,1,10,+,0,06/30/2017 12:00:00 AM
4,205,3,1,15,-,3,06/30/2017 12:00:00 AM
4,205,3,2,5,+,"1,126",06/30/2017 12:00:00 AM
4,205,3,3,5,+,"15,752",06/30/2017 12:00:00 AM
4,205,4,1,5,+,649,06/30/2017 12:00:00 AM
4,205,4,1,10,+,0,06/30/2017 12:00:00 AM
4,205,4,1,15,-,0,06/30/2017 12:00:00 AM
4,205,4,2,5,+,649,06/30/2017 12:00:00 AM
4,205,4,3,5,+,"4,819",06/30/2017 12:00:00 AM
4,205,5,1,5,+,90,06/30/2017 12:00:00 AM
4,205,5,1,10,+,0,06/30/2017 12:00:00 AM
4,205,5,1,20,+,1,06/30/2017 12:00:00 AM
4,205,5,1,25,-,1,06/30/2017 12:00:00 AM
4,205,5,2,5,+,90,06/30/2017 12:00:00 AM
4,205,5,3,5,+,710,06/30/2017 12:00:00 AM
4,205,6,1,5,+,502,06/30/2017 12:00:00 AM
4,205,6,1,10,+,0,06/30/2017 12:00:00 AM
4,205,6,1,20,+,6,06/30/2017 12:00:00 AM
4,205,6,1,25,-,2,06/30/2017 12:00:00 AM
4,205,6,2,5,+,506,06/30/2017 12:00:00 AM
4,205,6,3,5,+,"7,202",06/30/2017 12:00:00 AM
4,205,7,1,5,+,"2,400",06/30/2017 12:00:00 AM
4,205,7,1,10,+,0,06/30/2017 12:00:00 AM
4,205,7,1,15,-,3,06/30/2017 12:00:00 AM
4,205,7,1,20,+,7,06/30/2017 12:00:00 AM
4,205,7,1,25,-,3,06/30/2017 12:00:00 AM
4,205,7,2,5,+,"2,401",06/30/2017 12:00:00 AM
4,205,7,3,5,+,"28,696",06/30/2017 12:00:00 AM
4,205,1,1,5,+,22,05/30/2017 12:00:00 AM
4,205,1,1,10,+,0,05/30/2017 12:00:00 AM
4,205,1,1,15,-,0,05/30/2017 12:00:00 AM
4,205,1,2,5,+,22,05/30/2017 12:00:00 AM
4,205,1,3,5,+,109,05/30/2017 12:00:00 AM
4,205,2,1,5,+,8,05/30/2017 12:00:00 AM
4,205,2,1,10,+,0,05/30/2017 12:00:00 AM
4,205,2,1,15,-,0,05/30/2017 12:00:00 AM
4,205,2,2,5,+,8,05/30/2017 12:00:00 AM
4,205,2,3,5,+,21,05/30/2017 12:00:00 AM
4,205,3,1,5,+,"1,137",05/30/2017 12:00:00 AM
4,205,3,1,10,+,0,05/30/2017 12:00:00 AM
4,205,3,1,15,-,8,05/30/2017 12:00:00 AM
4,205,3,2,5,+,"1,129",05/30/2017 12:00:00 AM
4,205,3,3,5,+,"10,144",05/30/2017 12:00:00 AM
4,205,4,1,5,+,650,05/30/2017 12:00:00 AM
4,205,4,1,10,+,1,05/30/2017 12:00:00 AM
4,205,4,1,15,-,2,05/30/2017 12:00:00 AM
4,205,4,2,5,+,649,05/30/2017 12:00:00 AM
4,205,4,3,5,+,"3,186",05/30/2017 12:00:00 AM
4,205,5,1,5,+,89,05/30/2017 12:00:00 AM
4,205,5,1,10,+,0,05/30/2017 12:00:00 AM
4,205,5,1,20,+,1,05/30/2017 12:00:00 AM
4,205,5,1,25,-,0,05/30/2017 12:00:00 AM
4,205,5,2,5,+,90,05/30/2017 12:00:00 AM
4,205,5,3,5,+,415,05/30/2017 12:00:00 AM
4,205,6,1,5,+,501,05/30/2017 12:00:00 AM
4,205,6,1,10,+,0,05/30/2017 12:00:00 AM
4,205,6,1,20,+,2,05/30/2017 12:00:00 AM
4,205,6,1,25,-,1,05/30/2017 12:00:00 AM
4,205,6,2,5,+,502,05/30/2017 12:00:00 AM
4,205,6,3,5,+,"4,148",05/30/2017 12:00:00 AM
4,205,7,1,5,+,"2,407",05/30/2017 12:00:00 AM
4,205,7,1,10,+,1,05/30/2017 12:00:00 AM
4,205,7,1,15,-,10,05/30/2017 12:00:00 AM
4,205,7,1,20,+,3,05/30/2017 12:00:00 AM
4,205,7,1,25,-,1,05/30/2017 12:00:00 AM
4,205,7,2,5,+,"2,400",05/30/2017 12:00:00 AM
4,205,7,3,5,+,"18,023",05/30/2017 12:00:00 AM
4,205,1,1,5,+,23,04/30/2017 12:00:00 AM
4,205,1,1,10,+,0,04/30/2017 12:00:00 AM
4,205,1,1,15,-,1,04/30/2017 12:00:00 AM
4,205,1,2,5,+,22,04/30/2017 12:00:00 AM
4,205,1,3,5,+,109,04/30/2017 12:00:00 AM
4,205,2,1,5,+,8,04/30/2017 12:00:00 AM
4,205,2,1,10,+,0,04/30/2017 12:00:00 AM
4,205,2,1,15,-,0,04/30/2017 12:00:00 AM
4,205,2,2,5,+,8,04/30/2017 12:00:00 AM
4,205,2,3,5,+,21,04/30/2017 12:00:00 AM
4,205,3,1,5,+,"1,136",04/30/2017 12:00:00 AM
4,205,3,1,10,+,1,04/30/2017 12:00:00 AM
4,205,3,1,15,-,0,04/30/2017 12:00:00 AM
4,205,3,2,5,+,"1,137",04/30/2017 12:00:00 AM
4,205,3,3,5,+,"10,200",04/30/2017 12:00:00 AM
4,205,4,1,5,+,648,04/30/2017 12:00:00 AM
4,205,4,1,10,+,2,04/30/2017 12:00:00 AM
4,205,4,1,15,-,0,04/30/2017 12:00:00 AM
4,205,4,2,5,+,650,04/30/2017 12:00:00 AM
4,205,4,3,5,+,"3,184",04/30/2017 12:00:00 AM
4,205,5,1,5,+,89,04/30/2017 12:00:00 AM
4,205,5,1,10,+,0,04/30/2017 12:00:00 AM
4,205,5,1,20,+,0,04/30/2017 12:00:00 AM
4,205,5,1,25,-,0,04/30/2017 12:00:00 AM
4,205,5,2,5,+,89,04/30/2017 12:00:00 AM
4,205,5,3,5,+,410,04/30/2017 12:00:00 AM
4,205,6,1,5,+,501,04/30/2017 12:00:00 AM
4,205,6,1,10,+,0,04/30/2017 12:00:00 AM
4,205,6,1,20,+,0,04/30/2017 12:00:00 AM
4,205,6,1,25,-,3,04/30/2017 12:00:00 AM
4,205,6,2,5,+,501,04/30/2017 12:00:00 AM
4,205,6,3,5,+,"4,156",04/30/2017 12:00:00 AM
4,205,7,1,5,+,"2,405",04/30/2017 12:00:00 AM
4,205,7,1,10,+,3,04/30/2017 12:00:00 AM
4,205,7,1,15,-,1,04/30/2017 12:00:00 AM
4,205,7,1,20,+,0,04/30/2017 12:00:00 AM
4,205,7,1,25,-,0,04/30/2017 12:00:00 AM
4,205,7,2,5,+,"2,407",04/30/2017 12:00:00 AM
4,205,7,3,5,+,"18,080",04/30/2017 12:00:00 AM
4,205,1,1,10,+,0,03/30/2017 12:00:00 AM
4,205,1,1,15,-,0,03/30/2017 12:00:00 AM
4,205,1,2,5,+,23,03/30/2017 12:00:00 AM
4,205,1,3,5,+,114,03/30/2017 12:00:00 AM
4,205,2,1,5,+,8,03/30/2017 12:00:00 AM
4,205,2,1,10,+,0,03/30/2017 12:00:00 AM
4,205,2,1,15,-,0,03/30/2017 12:00:00 AM
4,205,2,2,5,+,8,03/30/2017 12:00:00 AM
4,205,2,3,5,+,21,03/30/2017 12:00:00 AM
4,205,3,1,5,+,"1,137",03/30/2017 12:00:00 AM
4,205,3,1,10,+,1,03/30/2017 12:00:00 AM
4,205,3,1,15,-,2,03/30/2017 12:00:00 AM
4,205,3,2,5,+,"1,136",03/30/2017 12:00:00 AM
4,205,3,3,5,+,"10,195",03/30/2017 12:00:00 AM
4,205,4,1,5,+,649,03/30/2017 12:00:00 AM
4,205,4,1,10,+,0,03/30/2017 12:00:00 AM
4,205,4,1,15,-,1,03/30/2017 12:00:00 AM
4,205,4,2,5,+,648,03/30/2017 12:00:00 AM
4,205,4,3,5,+,"3,180",03/30/2017 12:00:00 AM
4,205,5,1,5,+,89,03/30/2017 12:00:00 AM
4,205,5,1,10,+,0,03/30/2017 12:00:00 AM
4,205,5,1,20,+,1,03/30/2017 12:00:00 AM
4,205,5,1,25,-,1,03/30/2017 12:00:00 AM
4,205,5,2,5,+,89,03/30/2017 12:00:00 AM
4,205,5,3,5,+,414,03/30/2017 12:00:00 AM
4,205,6,1,5,+,502,03/30/2017 12:00:00 AM
4,205,6,1,10,+,0,03/30/2017 12:00:00 AM
4,205,6,1,20,+,1,03/30/2017 12:00:00 AM
4,205,6,1,25,-,2,03/30/2017 12:00:00 AM
4,205,6,2,5,+,501,03/30/2017 12:00:00 AM
4,205,6,3,5,+,"4,159",03/30/2017 12:00:00 AM
4,205,7,1,5,+,"2,408",03/30/2017 12:00:00 AM
4,205,7,1,10,+,1,03/30/2017 12:00:00 AM
4,205,7,1,15,-,3,03/30/2017 12:00:00 AM
4,205,7,1,20,+,2,03/30/2017 12:00:00 AM
4,205,7,1,25,-,3,03/30/2017 12:00:00 AM
4,205,7,2,5,+,"2,405",03/30/2017 12:00:00 AM
4,205,7,3,5,+,"18,083",03/31/2017 12:00:00 AM
4,205,1,1,5,+,23,02/28/2017 12:00:00 AM
4,205,1,1,10,+,0,02/28/2017 12:00:00 AM
4,205,1,1,15,-,0,02/28/2017 12:00:00 AM
4,205,1,2,5,+,23,02/28/2017 12:00:00 AM
4,205,1,3,5,+,113,02/28/2017 12:00:00 AM
4,205,2,1,5,+,8,02/28/2017 12:00:00 AM
4,205,2,1,10,+,0,02/28/2017 12:00:00 AM
4,205,2,1,15,-,0,02/28/2017 12:00:00 AM
4,205,2,2,5,+,8,02/28/2017 12:00:00 AM
4,205,2,3,5,+,21,02/28/2017 12:00:00 AM
4,205,3,1,5,+,"1,138",02/28/2017 12:00:00 AM
4,205,3,1,10,+,1,02/28/2017 12:00:00 AM
4,205,3,1,15,-,2,02/28/2017 12:00:00 AM
4,205,3,2,5,+,"1,137",02/28/2017 12:00:00 AM
4,205,3,3,5,+,"10,130",02/28/2017 12:00:00 AM
4,205,4,1,5,+,649,02/28/2017 12:00:00 AM
4,205,4,1,10,+,1,02/28/2017 12:00:00 AM
4,205,4,1,15,-,1,02/28/2017 12:00:00 AM
4,205,4,2,5,+,649,02/28/2017 12:00:00 AM
4,205,4,3,5,+,"3,176",02/28/2017 12:00:00 AM
4,205,5,1,5,+,88,02/28/2017 12:00:00 AM
4,205,5,1,10,+,0,02/28/2017 12:00:00 AM
4,205,5,1,20,+,1,02/28/2017 12:00:00 AM
4,205,5,1,25,-,0,02/28/2017 12:00:00 AM
4,205,5,2,5,+,89,02/28/2017 12:00:00 AM
4,205,5,3,5,+,777,02/28/2017 12:00:00 AM
4,205,6,1,5,+,505,02/28/2017 12:00:00 AM
4,205,6,1,10,+,0,02/28/2017 12:00:00 AM
4,205,6,1,20,+,0,02/28/2017 12:00:00 AM
4,205,6,1,25,-,3,02/28/2017 12:00:00 AM
4,205,6,2,5,+,502,02/28/2017 12:00:00 AM
4,205,6,3,5,+,"4,160",02/28/2017 12:00:00 AM
4,205,7,1,5,+,"2,411",02/28/2017 12:00:00 AM
4,205,7,1,10,+,2,02/28/2017 12:00:00 AM
4,205,7,1,15,-,3,02/28/2017 12:00:00 AM
4,205,7,1,20,+,1,02/28/2017 12:00:00 AM
4,205,7,1,25,-,3,02/28/2017 12:00:00 AM
